"Rec_id","Datum","Kod","CN","UN","N2","N1","Z1","Z2","Z3","Z4","Z5","ZV","EI","SM","SI","NA","ZA","VO","Zapsano"
"05033000540","07/05/2012 03:30:00","P1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"05033000541","07/05/2012 03:30:00","PP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"05033100542","07/05/2012 03:31:00","P1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"05033100543","07/05/2012 03:31:00","PP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"05033200544","07/05/2012 03:32:00","P1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"05033200545","07/05/2012 03:32:00","PP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"05033300546","07/05/2012 03:33:00","P1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"05033300547","07/05/2012 03:33:00","PP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"05033400548","07/05/2012 03:34:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"05033400549","07/05/2012 03:34:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"05033500550","07/05/2012 03:35:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"05033500551","07/05/2012 03:35:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"05033600552","07/05/2012 03:36:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"05033600553","07/05/2012 03:36:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"05033700554","07/05/2012 03:37:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"05033700555","07/05/2012 03:37:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"05033800556","07/05/2012 03:38:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"05033800557","07/05/2012 03:38:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"05033900558","07/05/2012 03:39:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"05033900559","07/05/2012 03:39:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"05034000560","07/05/2012 03:40:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"05034000561","07/05/2012 03:40:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"05034100562","07/05/2012 03:41:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"05034100563","07/05/2012 03:41:00","P4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"05034100564","07/05/2012 03:41:00","PP",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"05034200565","07/05/2012 03:42:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"05034200566","07/05/2012 03:42:00","P4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"05034200567","07/05/2012 03:42:00","P7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"05034200568","07/05/2012 03:42:00","PP",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
"05034300569","07/05/2012 03:43:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"05034300570","07/05/2012 03:43:00","P4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"05034300571","07/05/2012 03:43:00","P7",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"05034300572","07/05/2012 03:43:00","PP",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1
"05034400573","07/05/2012 03:44:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"05034400574","07/05/2012 03:44:00","P4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"05034400575","07/05/2012 03:44:00","P7",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"05034400576","07/05/2012 03:44:00","PP",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1
"05034500577","07/05/2012 03:45:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"05034500578","07/05/2012 03:45:00","P4",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"05034500579","07/05/2012 03:45:00","P7",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"05034500580","07/05/2012 03:45:00","PP",4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1
"05034600581","07/05/2012 03:46:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"05034600582","07/05/2012 03:46:00","P4",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"05034600583","07/05/2012 03:46:00","P7",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"05034600584","07/05/2012 03:46:00","PP",4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1
"05034700585","07/05/2012 03:47:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"05034700586","07/05/2012 03:47:00","P4",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"05034700587","07/05/2012 03:47:00","P7",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"05034700588","07/05/2012 03:47:00","PP",4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
"05034800589","07/05/2012 03:48:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"05034800590","07/05/2012 03:48:00","P4",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"05034800591","07/05/2012 03:48:00","P7",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"05034800592","07/05/2012 03:48:00","PP",5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1
"05034900593","07/05/2012 03:49:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"05034900594","07/05/2012 03:49:00","P4",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"05034900595","07/05/2012 03:49:00","P7",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"05034900596","07/05/2012 03:49:00","PP",5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1
"05035000597","07/05/2012 03:50:00","P1",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"05035000598","07/05/2012 03:50:00","P4",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"05035000599","07/05/2012 03:50:00","P7",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"05035000600","07/05/2012 03:50:00","PP",6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1
"05035100601","07/05/2012 03:51:00","P1",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"05035100602","07/05/2012 03:51:00","P4",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"05035100603","07/05/2012 03:51:00","P7",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"05035100604","07/05/2012 03:51:00","PP",6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1
"05035200605","07/05/2012 03:52:00","P1",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"05035200606","07/05/2012 03:52:00","P4",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"05035200607","07/05/2012 03:52:00","P7",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
