"Rec_id","Datum","Kod","CN","UN","N2","N1","Z1","Z2","Z3","Z4","Z5","ZV","EI","SM","SI","NA","ZA","VO","Zapsano"
"19033000288","07/19/2012 03:30:00","P1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"19033000289","07/19/2012 03:30:00","PP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"19033100290","07/19/2012 03:31:00","P1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"19033100291","07/19/2012 03:31:00","PP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"19033200292","07/19/2012 03:32:00","P1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"19033200293","07/19/2012 03:32:00","PP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"19033300294","07/19/2012 03:33:00","P1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"19033300295","07/19/2012 03:33:00","PP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"19033400296","07/19/2012 03:34:00","P1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"19033400297","07/19/2012 03:34:00","PP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"19033500298","07/19/2012 03:35:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"19033500299","07/19/2012 03:35:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"19033600300","07/19/2012 03:36:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"19033600301","07/19/2012 03:36:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"19033700302","07/19/2012 03:37:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"19033700303","07/19/2012 03:37:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"19033800304","07/19/2012 03:38:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"19033800305","07/19/2012 03:38:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"19033900306","07/19/2012 03:39:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"19033900307","07/19/2012 03:39:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"19034000308","07/19/2012 03:40:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"19034000309","07/19/2012 03:40:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"19034100310","07/19/2012 03:41:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"19034100311","07/19/2012 03:41:00","P4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"19034100312","07/19/2012 03:41:00","PP",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"19034200313","07/19/2012 03:42:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"19034200314","07/19/2012 03:42:00","P4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"19034200315","07/19/2012 03:42:00","P7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"19034200316","07/19/2012 03:42:00","PP",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
"19034300317","07/19/2012 03:43:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"19034300318","07/19/2012 03:43:00","P4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"19034300319","07/19/2012 03:43:00","P7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"19034300320","07/19/2012 03:43:00","PP",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
"19034400321","07/19/2012 03:44:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"19034400322","07/19/2012 03:44:00","P4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"19034400323","07/19/2012 03:44:00","P7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"19034400324","07/19/2012 03:44:00","PP",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
"19034500325","07/19/2012 03:45:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"19034500326","07/19/2012 03:45:00","P4",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"19034500327","07/19/2012 03:45:00","P7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"19034500328","07/19/2012 03:45:00","PP",3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
"19034600329","07/19/2012 03:46:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"19034600330","07/19/2012 03:46:00","P4",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"19034600331","07/19/2012 03:46:00","P7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"19034600332","07/19/2012 03:46:00","PP",3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1
"19034700333","07/19/2012 03:47:00","P1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
