"Rec_id","Zast_id","Name_short","Zkratka","Typ","Sloupky","Zapsano"
"31030514098",364,"Malý Břevnov","MBř",,"01=0211,02=0212,",0
"31030514099",365,"Maniny","Man",,"01=0213,02=0214,",0
"31030514100",366,"Marjánka","Mrj",,"01=0215M,02=0216M,",0
"31030514101",373,"Mezi Hřbitovy","mHř",,"01=0219,02=0220,",0
"31030515102",376,"Michelská","Mch","K","01=0221M,02=0222M,",0
"31030515103",387,"Pobřežní cesta","PCe",,"01=0224,02=0223,",0
"31030515104",388,"Nádr. Modřany","#Mo","K","01=0609M,02=0608M,",0
"31030515105",390,"Moráň","Mor",,"04=0225,",0
"31030515106",391,"Vršovické nám.","VrN","K","01=0483M,02=0484M,",0
"31030515107",393,"Mostárna","Mos",,"01=0226,02=0227,",0
"31030515108",394,"Motol","Mot",,"01=0229M,02=0228M,",0
"31030515109",395,"Krem. Motol","KrM",,"01=0160M,02=0159M,",0
"31030515110",400,"Muzeum","Muz","M","01=0231,02=0230,",0
"31030515111",401,"Myslíkova","Mys",,"01=0233,02=0232,04=0680O,",0
"31030515112",403,"Na Groši","nGr",,"01=0235,02=0234,",0
"31030515113",404,"Na Homoli","nHo",,"01=0236,02=0237,",0
"31030515114",433,"Na Veselí","nVe",,"01=0244,02=0700M,",0
"31030515115",439,"Nábř.kpt.Jaroše","NJa",,"01=0248,",0
"31030515116",447,"Nad Trojou","nTr",,"01=0246,02=0247,",0
"31030515117",449,"Nádr. Braník/smč","#Br","S","03=0250MN,04=0522V,05=0643N,",0
"31030515118",453,"Nádr. Hostivař","#Hs","S","01=0255MN,02=0523V,03=0662N,04=0663V,05=0664N,",0
"31030515119",458,"Smíchovské nádr.","Sm#","M","01=0584M,02=0585M,04=0380V,06=0381N,08=0583V,",0
"31030515120",459,"Nádr. Strašnice","#St",,"01=0257,02=0256M,04=0586VF,",0
"31030515121",460,"Masarykovo nádr.","MaN","M","03=0217,04=0218,11=0672,12=0673,",0
"31030515122",462,"Nádr. Veleslavín","#Ve",,"01=0259,02=0258,",0
"31030515123",463,"Nádr. Vršovice","#Vr",,"01=0261,02=0260,",0
"31030515124",464,"Pol. Vysočany","PkV",,"01=0263,02=0262,",0
"31030515125",467,"Třebenická","Tře",,"01=0428,",0
"31030515126",469,"Nákl.nádr.ŽI","#Ži",,"01=0267,02=0266,",0
"31030515127",471,"Stejskalova","Ste",,"01=0393,02=0394,",0
"31030515128",472,"Hostivařská","Hos",,"01=0100M,02=0099M,",0
"31030515129",473,"Kubánské náměstí","KuN","S","01=0170M,02=0169M,03=0171MN,04=0245VF,12=0766,",0
"31030515130",474,"Vysočanská  /smč","Vys","S","01=0490N,02=0571VF,",0
"31030515131",476,"Nám. Míru","NMí","M","01=0270,02=0271,",0
"31030515132",480,"Nám. Republiky","NRp","KM","01=0272M,02=0273M,",0
"31030515133",481,"Švandovo divadlo","Šdi",,"01=0144,02=0143,",0
"31030515134",482,"Nám. Bří Synků","NSy","KS","01=0268M,02=0269M,03=0552N,04=0519,06=0715VF,09=0587,",0
"31030515135",483,"Národní divadlo","NDi",,"01=0275,02=0274,08=0599F,",0
"31030515136",484,"Vodičkova","Vod",,"01=0466,02=0467,",0
"31030515137",496,"Nové Strašnice","NSt",,"01=0280,02=0281,",0
"31030515138",499,"Nový Hloubětín","NHl","K","01=0283M,02=0282M,",0
"31030515139",503,"Nuselská radnice","NuR",,"01=0284,02=0285,",0
"31030515140",504,"Nuselské schody","NuS",,"01=0286,02=0287,",0
"31030515141",507,"OD Petřiny","ODP",,"01=0289,02=0701M,",0
"31030515142",508,"Oblouková","Obl","K","01=0291M,02=0290M,04=0755VF,",0
"31030515143",512,"Ohrada","Ohr",,"01=0295,02=0294,",0
"31030515144",514,"Okrouhlická","Okr",,"01=0296,02=0297,",0
"31030515145",515,"Olšanské hř.","OlH","S","01=0301M,02=0300,04=0302V,06=0570V,14=0249VF,",0
"31030515146",516,"Olšanské nám.","OlN",,"01=0304M,02=0303M,",0
"31030515147",518,"Orionka","Ori",,"01=0305,02=0306,",0
"31030515148",519,"Ořechovka","Oře",,"01=0308,02=0307,",0
"31030515149",521,"Ortenovo nám.","OrN",,"01=0309,02=0521,",0
