"Rec_id","Datum","Kod","LnNo","PorNo","EvCislo","Vozovna","FyzAdresa","A","B","C","D","E","F","G","H","Zapsano"
"20230336519","07/20/2012 23:03:36","V+",59,1,"8744",8,"270220",0,0,0,0,,,,,0
"20230336520","07/20/2012 23:03:36","PP",59,1,"8744",8,"270220",0,0,0,0,"3BE","090712","00BD","0002",0
"20230336521","07/20/2012 23:03:36","P+",59,1,"8744",8,"270220",0,0,0,0,"9059","459",,,0
"20230932522","07/20/2012 23:09:32","Z!",59,1,"8744",8,"270220",184,4,,0,,,,,0
"20231441523","07/20/2012 23:14:41","V+",51,1,"8344",7,"270822",0,0,0,0,,,,,0
"20231314524","07/20/2012 23:13:14","Z ",51,1,"8344",7,"270822",85,2,-9346,0,,,,,0
"20231441525","07/20/2012 23:14:41","PP",51,1,"8344",7,"270822",0,0,0,0,"3BE","180712","00BD","0002",0
"20231441526","07/20/2012 23:14:41","P+",51,1,"8344",7,"270822",0,0,0,0,"351","351",,,0
"20231452527","07/20/2012 23:14:52","V+",59,5,"8656",3,"270502",0,0,0,0,,,,,0
"20231452528","07/20/2012 23:14:52","PP",59,5,"8656",3,"270502",0,0,0,0,"3BE","090712","00BD","0002",0
"20231452529","07/20/2012 23:14:52","P+",59,5,"8656",3,"270502",0,0,0,0,"9559","459",,,0
"20232032530","07/20/2012 23:20:32","Z!",59,5,"8656",3,"270502",807,2,,0,,,,,0
"20232040531","07/20/2012 23:20:40","Z ",59,1,"8744",8,"270220",957,3,-20,1,,,,,0
"20232112532","07/20/2012 23:21:12","M ",59,1,"8744",8,"270220",957,3,12,0,,"FA",,,0
"20232145533","07/20/2012 23:21:45","Z ",59,1,"8744",8,"270220",184,3,45,1,,,,,0
"20232236534","07/20/2012 23:22:36","Z ",59,1,"8744",8,"270220",319,1,36,1,,,,,0
"20232320535","07/20/2012 23:23:20","Z ",59,1,"8744",8,"270220",1044,1,20,1,,,,,0
"20232401536","07/20/2012 23:24:01","V+",53,1,"8445",2,"270376",0,0,0,0,,,,,0
"20232301537","07/20/2012 23:23:01","Z ",53,1,"8445",2,"270376",651,2,-10259,0,,,,,0
"20232401538","07/20/2012 23:24:01","PP",53,1,"8445",2,"270376",0,0,0,0,"3BE","110712","00BD","0002",0
"20232401539","07/20/2012 23:24:01","P+",53,1,"8445",2,"270376",0,0,0,0,"53","53",,,0
"20232430540","07/20/2012 23:24:30","Z ",59,1,"8744",8,"270220",302,1,30,1,,,,,0
"20232501541","07/20/2012 23:25:01","M ",59,1,"8744",8,"270220",302,1,61,0,,"11",,,0
"20232516542","07/20/2012 23:25:16","V+",52,1,"8558",1,"271051",0,0,0,0,,,,,0
"20232356543","07/20/2012 23:23:56","Z ",52,1,"8558",1,"271051",72,2,-10324,0,,,,,0
"20232516544","07/20/2012 23:25:16","PP",52,1,"8558",1,"271051",0,0,0,0,"3BE","090712","00BD","0002",0
"20232516545","07/20/2012 23:25:16","P+",52,1,"8558",1,"271051",0,0,0,0,"52","52",,,0
"20232646546","07/20/2012 23:26:46","Z ",59,1,"8744",8,"270220",5002,9,-14,1,,,,,0
"20232832547","07/20/2012 23:28:32","Z ",59,1,"8744",8,"270220",5040,3,-28,1,,,,,0
"20232911548","07/20/2012 23:29:11","MK",59,1,"8744",8,"270220",5040,3,11,0,,"11",,,0
"20232933549","07/20/2012 23:29:33","Z ",59,1,"8744",8,"270220",1040,2,-27,1,,,,,0
"20233010550","07/20/2012 23:30:10","V+",56,4,"8161",7,"270744",0,0,0,0,,,,,0
"20233010551","07/20/2012 23:30:10","PP",56,4,"8161",7,"270744",0,0,0,0,"3BE","180712","00BD","0002",0
"20233010552","07/20/2012 23:30:10","P+",56,4,"8161",7,"270744",0,0,0,0,"9156","456",,,0
"20233008553","07/20/2012 23:30:08","MK",59,1,"8744",8,"270220",1040,2,8,0,,"11",,,0
"20233102554","07/20/2012 23:31:02","M ",59,5,"8656",3,"270502",807,1,2,0,,"11",,,0
"20233128555","07/20/2012 23:31:28","Z ",59,1,"8744",8,"270220",25,2,-32,1,,,,,0
"20233146556","07/20/2012 23:31:46","Z ",59,5,"8656",3,"270502",404,1,-14,1,,,,,0
"20233229557","07/20/2012 23:32:29","Z ",59,5,"8656",3,"270502",358,1,-31,1,,,,,0
"20233237558","07/20/2012 23:32:37","Z ",59,1,"8744",8,"270220",805,2,-23,1,,,,,0
"20233339559","07/20/2012 23:33:39","Z ",59,5,"8656",3,"270502",1071,11,-21,1,,,,,0
"20233352560","07/20/2012 23:33:52","Z ",59,1,"8744",8,"270220",254,2,-8,1,,,,,0
"20233448561","07/20/2012 23:34:48","Z ",59,5,"8656",3,"270502",70,1,-12,1,,,,,0
"20233508562","07/20/2012 23:35:08","MK",59,5,"8656",3,"270502",70,1,8,0,,"11",,,0
"20233511563","07/20/2012 23:35:11","Z ",59,1,"8744",8,"270220",240,2,11,1,,,,,0
"20233532564","07/20/2012 23:35:32","Z!",56,4,"8161",7,"270744",866,2,,0,,,,,0
"20233538565","07/20/2012 23:35:38","Z ",59,5,"8656",3,"270502",496,1,-22,1,,,,,0
"20233545566","07/20/2012 23:35:45","M ",59,1,"8744",8,"270220",240,2,45,0,,"11",,,0
"20233616567","07/20/2012 23:36:16","Z ",59,5,"8656",3,"270502",900,1,-44,1,,,,,0
"20233645568","07/20/2012 23:36:45","Z ",59,1,"8744",8,"270220",289,2,45,1,,,,,0
"20233718569","07/20/2012 23:37:18","Z ",59,5,"8656",3,"270502",690,1,-42,1,,,,,0
"20233724570","07/20/2012 23:37:24","M ",59,1,"8744",8,"270220",289,2,84,0,,"11",,,0
"20233742571","07/20/2012 23:37:42","M ",59,5,"8656",3,"270502",690,1,-18,0,,"11",,,1
"20233815572","07/20/2012 23:38:15","Z ",59,1,"8744",8,"270220",580,2,15,1,,,,,0
"20233833573","07/20/2012 23:38:33","M ",59,1,"8744",8,"270220",580,2,33,0,,"11",,,0
"20233843574","07/20/2012 23:38:43","Z ",59,5,"8656",3,"270502",848,1,-17,1,,,,,0
"20233900575","07/20/2012 23:39:00","Z ",59,1,"8744",8,"270220",567,2,0,1,,,,,0
"20233907576","07/20/2012 23:39:07","M ",56,4,"8161",7,"270744",866,1,7,0,,"11",,,0
"20233924577","07/20/2012 23:39:24","M ",59,1,"8744",8,"270220",567,2,24,0,,"11",,,0
"20233928578","07/20/2012 23:39:28","Z ",59,5,"8656",3,"270502",299,1,-32,1,,,,,0
