"Rec_id","Datum","Kod","CN","UN","N2","N1","Z1","Z2","Z3","Z4","Z5","ZV","EI","SM","SI","NA","ZA","VO","Zapsano"
"21232100869","07/21/2012 23:21:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21232100870","07/21/2012 23:21:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"21232200871","07/21/2012 23:22:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21232200872","07/21/2012 23:22:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"21232300873","07/21/2012 23:23:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21232300874","07/21/2012 23:23:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"21232400875","07/21/2012 23:24:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21232400876","07/21/2012 23:24:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"21232500877","07/21/2012 23:25:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21232500878","07/21/2012 23:25:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"21232600879","07/21/2012 23:26:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21232600880","07/21/2012 23:26:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"21232700881","07/21/2012 23:27:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21232700882","07/21/2012 23:27:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"21232800883","07/21/2012 23:28:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21232800884","07/21/2012 23:28:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"21232900885","07/21/2012 23:29:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21232900886","07/21/2012 23:29:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"21233000887","07/21/2012 23:30:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21233000888","07/21/2012 23:30:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"21233100889","07/21/2012 23:31:00","P3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21233100890","07/21/2012 23:31:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21233100891","07/21/2012 23:31:00","PP",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
"21233200892","07/21/2012 23:32:00","P3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21233200893","07/21/2012 23:32:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21233200894","07/21/2012 23:32:00","PP",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
"21233300895","07/21/2012 23:33:00","P3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21233300896","07/21/2012 23:33:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21233300897","07/21/2012 23:33:00","PP",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
"21233400898","07/21/2012 23:34:00","P3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21233400899","07/21/2012 23:34:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21233400900","07/21/2012 23:34:00","PP",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
"21233500901","07/21/2012 23:35:00","P3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21233500902","07/21/2012 23:35:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21233500903","07/21/2012 23:35:00","PP",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
"21233600904","07/21/2012 23:36:00","P3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21233600905","07/21/2012 23:36:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21233600906","07/21/2012 23:36:00","PP",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
"21233700907","07/21/2012 23:37:00","P3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21233700908","07/21/2012 23:37:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21233700909","07/21/2012 23:37:00","PP",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
"21233800910","07/21/2012 23:38:00","P3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21233800911","07/21/2012 23:38:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21233800912","07/21/2012 23:38:00","PP",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
"21233900913","07/21/2012 23:39:00","P3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21233900914","07/21/2012 23:39:00","P7",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"21233900915","07/21/2012 23:39:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21233900916","07/21/2012 23:39:00","PP",3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1
"21234000917","07/21/2012 23:40:00","P3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21234000918","07/21/2012 23:40:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21234000919","07/21/2012 23:40:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21234000920","07/21/2012 23:40:00","PP",3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
"21234100921","07/21/2012 23:41:00","P3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21234100922","07/21/2012 23:41:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21234100923","07/21/2012 23:41:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21234100924","07/21/2012 23:41:00","PP",3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
"21234200925","07/21/2012 23:42:00","P3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21234200926","07/21/2012 23:42:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21234200927","07/21/2012 23:42:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21234200928","07/21/2012 23:42:00","PP",3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
"21234300929","07/21/2012 23:43:00","P3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21234300930","07/21/2012 23:43:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21234300931","07/21/2012 23:43:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21234300932","07/21/2012 23:43:00","PP",3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
"21234400933","07/21/2012 23:44:00","P3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21234400934","07/21/2012 23:44:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21234400935","07/21/2012 23:44:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21234400936","07/21/2012 23:44:00","PP",3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
"21234500937","07/21/2012 23:45:00","P3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21234500938","07/21/2012 23:45:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21234500939","07/21/2012 23:45:00","P8",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"21234500940","07/21/2012 23:45:00","PP",3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
"21234600941","07/21/2012 23:46:00","P3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21234600942","07/21/2012 23:46:00","P7",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21234600943","07/21/2012 23:46:00","P8",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"21234600944","07/21/2012 23:46:00","PP",3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"21234700945","07/21/2012 23:47:00","P3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21234700946","07/21/2012 23:47:00","P7",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21234700947","07/21/2012 23:47:00","P8",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21234700948","07/21/2012 23:47:00","PP",3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"21234800949","07/21/2012 23:48:00","P3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21234800950","07/21/2012 23:48:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21234800951","07/21/2012 23:48:00","P8",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21234800952","07/21/2012 23:48:00","PP",3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
"21234900953","07/21/2012 23:49:00","P3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
