"Rec_id","Datum","Kod","LnNo","PorNo","EvCislo","Vozovna","FyzAdresa","A","B","C","D","E","F","G","H","Zapsano"
"24230039946","07/24/2012 23:00:39","V+",59,1,"8744",8,"270220",0,0,0,0,,,,,0
"24230039947","07/24/2012 23:00:39","PP",59,1,"8744",8,"270220",0,0,0,0,"3BE","230712","00BD","0002",0
"24230039948","07/24/2012 23:00:39","P+",59,1,"8744",8,"270220",0,0,0,0,"9059","459",,,0
"24230632949","07/24/2012 23:06:32","Z!",59,1,"8744",8,"270220",957,4,,0,,,,,0
"24231512950","07/24/2012 23:15:12","V+",51,1,"8185",7,"270716",0,0,0,0,,,,,0
"24231333951","07/24/2012 23:13:33","Z ",51,1,"8185",7,"270716",85,2,-9327,0,,,,,0
"24231512952","07/24/2012 23:15:12","PP",51,1,"8185",7,"270716",0,0,0,0,"3BE","230712","00BD","0002",0
"24231512953","07/24/2012 23:15:12","P+",51,1,"8185",7,"270716",0,0,0,0,"351","351",,,0
"24231925954","07/24/2012 23:19:25","V+",59,5,"8662",3,"270453",0,0,0,0,,,,,0
"24231925955","07/24/2012 23:19:25","PP",59,5,"8662",3,"270453",0,0,0,0,"3BE","230712","00BD","0002",0
"24231925956","07/24/2012 23:19:25","P+",59,5,"8662",3,"270453",0,0,0,0,"9559","459",,,0
"24232037957","07/24/2012 23:20:37","Z ",59,1,"8744",8,"270220",957,3,-23,1,,,,,0
"24232107958","07/24/2012 23:21:07","M ",59,1,"8744",8,"270220",957,3,7,0,,"11",,,0
"24232142959","07/24/2012 23:21:42","Z ",59,1,"8744",8,"270220",184,3,42,1,,,,,0
"24232246960","07/24/2012 23:22:46","Z ",59,1,"8744",8,"270220",319,1,46,1,,,,,0
"24232313961","07/24/2012 23:23:13","V+",56,4,"8166",7,"270817",0,0,0,0,,,,,0
"24232313962","07/24/2012 23:23:13","PP",56,4,"8166",7,"270817",0,0,0,0,"3BE","230712","00BD","0002",0
"24232313963","07/24/2012 23:23:13","P+",56,4,"8166",7,"270817",0,0,0,0,"9156","456",,,0
"24232339964","07/24/2012 23:23:39","Z ",59,1,"8744",8,"270220",1044,1,39,1,,,,,0
"24232437965","07/24/2012 23:24:37","Z ",59,1,"8744",8,"270220",302,1,37,1,,,,,0
"24232506966","07/24/2012 23:25:06","V+",52,1,"8561",1,"270138",0,0,0,0,,,,,0
"24232329967","07/24/2012 23:23:29","Z ",52,1,"8561",1,"270138",72,2,-10351,0,,,,,0
"24232506968","07/24/2012 23:25:06","PP",52,1,"8561",1,"270138",0,0,0,0,"3BE","230712","00BD","0002",0
"24232506969","07/24/2012 23:25:06","P+",52,1,"8561",1,"270138",0,0,0,0,"52","52",,,0
"24232500970","07/24/2012 23:25:00","M ",59,1,"8744",8,"270220",302,1,60,0,,"11",,,0
"24232532971","07/24/2012 23:25:32","Z!",59,5,"8662",3,"270453",807,2,,0,,,,,0
"24232554972","07/24/2012 23:25:54","V+",53,1,"8431",2,"270288",0,0,0,0,,,,,0
"24232409973","07/24/2012 23:24:09","Z ",53,1,"8431",2,"270288",651,2,-10191,0,,,,,0
"24232554974","07/24/2012 23:25:54","PP",53,1,"8431",2,"270288",0,0,0,0,"3BE","230712","00BD","0002",0
"24232554975","07/24/2012 23:25:54","P+",53,1,"8431",2,"270288",0,0,0,0,"53","53",,,0
"24232700976","07/24/2012 23:27:00","Z ",59,1,"8744",8,"270220",5002,9,0,1,,,,,0
"24232832977","07/24/2012 23:28:32","Z!",56,4,"8166",7,"270817",866,2,,0,,,,,0
"24232843978","07/24/2012 23:28:43","Z ",59,1,"8744",8,"270220",5040,3,-17,1,,,,,0
"24232916979","07/24/2012 23:29:16","MK",59,1,"8744",8,"270220",5040,3,16,0,,"11",,,0
"24232945980","07/24/2012 23:29:45","Z ",59,1,"8744",8,"270220",1040,2,-15,1,,,,,0
"24233024981","07/24/2012 23:30:24","MK",59,1,"8744",8,"270220",1040,2,24,0,,"11",,,0
"24233128982","07/24/2012 23:31:28","M ",59,5,"8662",3,"270453",807,1,28,0,,"11",,,0
"24233139983","07/24/2012 23:31:39","Z ",59,1,"8744",8,"270220",25,2,-21,1,,,,,0
"24233206984","07/24/2012 23:32:06","Z ",59,5,"8662",3,"270453",404,1,6,1,,,,,0
"24233243985","07/24/2012 23:32:43","Z ",59,1,"8744",8,"270220",805,2,-17,1,,,,,0
"24233300986","07/24/2012 23:33:00","Z ",59,5,"8662",3,"270453",358,1,0,1,,,,,0
"24233342987","07/24/2012 23:33:42","Z ",59,5,"8662",3,"270453",1071,11,-18,1,,,,,0
"24233404988","07/24/2012 23:34:04","Z ",59,1,"8744",8,"270220",254,2,4,1,,,,,0
"24233425989","07/24/2012 23:34:25","Z ",59,5,"8662",3,"270453",70,1,-35,1,,,,,0
"24233504990","07/24/2012 23:35:04","MK",59,5,"8662",3,"270453",70,1,4,0,,"11",,,0
"24233520991","07/24/2012 23:35:20","Z ",59,1,"8744",8,"270220",240,2,20,1,,,,,0
"24233532992","07/24/2012 23:35:32","Z ",59,5,"8662",3,"270453",496,1,-28,1,,,,,0
"24233554993","07/24/2012 23:35:54","M ",59,1,"8744",8,"270220",240,2,54,0,,"11",,,0
"24233619994","07/24/2012 23:36:19","Z ",59,5,"8662",3,"270453",900,1,-41,1,,,,,0
"24233650995","07/24/2012 23:36:50","Z ",59,1,"8744",8,"270220",289,2,50,1,,,,,0
"24233700996","07/24/2012 23:37:00","Z ",59,5,"8662",3,"270453",690,1,-60,1,,,,,0
"24233721997","07/24/2012 23:37:21","M ",59,1,"8744",8,"270220",289,2,81,0,,"11",,,0
"24233741998","07/24/2012 23:37:41","M ",59,5,"8662",3,"270453",690,1,-19,0,,"11",,,1
"24233806999","07/24/2012 23:38:06","Z ",56,4,"8166",7,"270817",866,1,-54,1,,,,,0
