"Rec_id","Datum","Kod","LnNo","PorNo","EvCislo","Vozovna","FyzAdresa","A","B","C","D","E","F","G","H","Zapsano"
"15225945488","07/15/2012 22:59:45","V+",59,1,"8747",8,"270233",0,0,0,0,,,,,0
"15225945489","07/15/2012 22:59:45","PP",59,1,"8747",8,"270233",0,0,0,0,"3BE","090712","00BD","0002",0
"15225945490","07/15/2012 22:59:45","P+",59,1,"8747",8,"270233",0,0,0,0,"9059","459",,,0
"15230532491","07/15/2012 23:05:32","Z!",59,1,"8747",8,"270233",957,4,,0,,,,,0
"15231455492","07/15/2012 23:14:55","V+",51,1,"8157",7,"270732",0,0,0,0,,,,,0
"15231321493","07/15/2012 23:13:21","Z ",51,1,"8157",7,"270732",85,2,-9339,0,,,,,0
"15231455494","07/15/2012 23:14:55","PP",51,1,"8157",7,"270732",0,0,0,0,"3BE","110712","00BD","0002",0
"15231455495","07/15/2012 23:14:55","P+",51,1,"8157",7,"270732",0,0,0,0,"351","351",,,0
"15232047496","07/15/2012 23:20:47","Z ",59,1,"8747",8,"270233",957,3,-13,1,,,,,0
"15232109497","07/15/2012 23:21:09","M ",59,1,"8747",8,"270233",957,3,9,0,,"FA",,,0
"15232135498","07/15/2012 23:21:35","Z ",59,1,"8747",8,"270233",184,3,35,1,,,,,0
"15232221499","07/15/2012 23:22:21","Z ",59,1,"8747",8,"270233",319,1,21,1,,,,,0
"15232302500","07/15/2012 23:23:02","Z ",59,1,"8747",8,"270233",1044,1,2,1,,,,,0
"15232355501","07/15/2012 23:23:55","Z ",59,1,"8747",8,"270233",302,1,-5,1,,,,,0
"15232408502","07/15/2012 23:24:08","M ",59,1,"8747",8,"270233",302,1,8,0,,"11",,,0
"15232503503","07/15/2012 23:25:03","V+",52,1,"8563",1,"270253",0,0,0,0,,,,,0
"15232324504","07/15/2012 23:23:24","Z ",52,1,"8563",1,"270253",72,2,-10356,0,,,,,0
"15232503505","07/15/2012 23:25:03","PP",52,1,"8563",1,"270253",0,0,0,0,"3BE","090712","00BD","0002",0
"15232503506","07/15/2012 23:25:03","P+",52,1,"8563",1,"270253",0,0,0,0,"52","52",,,0
"15232514507","07/15/2012 23:25:14","V+",53,1,"8547",2,"270114",0,0,0,0,,,,,0
"15232401508","07/15/2012 23:24:01","Z ",53,1,"8547",2,"270114",651,2,-10199,0,,,,,0
"15232514509","07/15/2012 23:25:14","PP",53,1,"8547",2,"270114",0,0,0,0,"3BE","110712","00BD","0002",0
"15232514510","07/15/2012 23:25:14","P+",53,1,"8547",2,"270114",0,0,0,0,"53","53",,,0
"15232521511","07/15/2012 23:25:21","V+",56,4,"8166",7,"270817",0,0,0,0,,,,,0
"15232521512","07/15/2012 23:25:21","PP",56,4,"8166",7,"270817",0,0,0,0,"3BE","110712","00BD","0002",0
"15232521513","07/15/2012 23:25:21","P+",56,4,"8166",7,"270817",0,0,0,0,"9156","456",,,0
"15232614514","07/15/2012 23:26:14","Z ",59,1,"8747",8,"270233",5002,9,-46,1,,,,,0
"15232758515","07/15/2012 23:27:58","Z ",59,1,"8747",8,"270233",5040,3,-62,1,,,,,0
"15232920516","07/15/2012 23:29:20","MK",59,1,"8747",8,"270233",5040,3,20,0,,"11",,,0
"15232944517","07/15/2012 23:29:44","Z ",59,1,"8747",8,"270233",1040,2,-16,1,,,,,0
"15233018518","07/15/2012 23:30:18","MK",59,1,"8747",8,"270233",1040,2,18,0,,"11",,,0
"15233032519","07/15/2012 23:30:32","Z!",56,4,"8166",7,"270817",866,2,,0,,,,,0
"15233048520","07/15/2012 23:30:48","V+",59,5,"8665",3,"270549",0,0,0,0,,,,,0
"15233048521","07/15/2012 23:30:48","PP",59,5,"8665",3,"270549",0,0,0,0,"3BE","090712","00BD","0002",0
"15233048522","07/15/2012 23:30:48","P+",59,5,"8665",3,"270549",0,0,0,0,"9559","59",,,0
"15233110523","07/15/2012 23:31:10","PP",59,5,"8665",3,"270549",0,0,0,0,"3BE","090712","00BD","0002",0
"15233110524","07/15/2012 23:31:10","P+",59,5,"8665",3,"270549",0,0,0,0,"9559","459",,,0
"15233121525","07/15/2012 23:31:21","Z ",59,5,"8665",3,"270549",807,1,21,1,,,,,0
"15233128526","07/15/2012 23:31:28","M ",59,5,"8665",3,"270549",807,1,28,0,,"11",,,0
"15233159527","07/15/2012 23:31:59","Z ",59,1,"8747",8,"270233",25,2,-1,1,,,,,0
"15233235528","07/15/2012 23:32:35","Z ",59,5,"8665",3,"270549",404,1,35,1,,,,,0
"15233256529","07/15/2012 23:32:56","Z ",59,1,"8747",8,"270233",805,2,-4,1,,,,,0
"15233332530","07/15/2012 23:33:32","Z ",59,5,"8665",3,"270549",358,1,32,1,,,,,0
"15233401531","07/15/2012 23:34:01","Z ",59,1,"8747",8,"270233",254,2,1,1,,,,,0
