"Rec_id","Datum","Kod","LnNo","PorNo","EvCislo","Vozovna","FyzAdresa","A","B","C","D","E","F","G","H","Zapsano"
"05222604309","07/05/2012 22:26:04","V+",57,1,"8636",5,"270303",0,0,0,0,,,,,0
"05222604310","07/05/2012 22:26:04","PP",57,1,"8636",5,"270303",0,0,0,0,"3BE","030712","00BD","0002",0
"05222604311","07/05/2012 22:26:04","P+",57,1,"8636",5,"270303",0,0,0,0,"5011","457",,,0
"05224608312","07/05/2012 22:46:08","MK",57,1,"8636",5,"270303",2650,3,8,0,,"11",,,0
"05224633313","07/05/2012 22:46:33","Z ",57,1,"8636",5,"270303",1108,2,-27,1,,,,,0
"05224719314","07/05/2012 22:47:19","Z ",57,1,"8636",5,"270303",713,1,-41,1,,,,,0
"05224804315","07/05/2012 22:48:04","MK",57,1,"8636",5,"270303",713,1,4,0,,"11",,,0
"05224847316","07/05/2012 22:48:47","V+",57,2,"8612",5,"270065",0,0,0,0,,,,,0
"05224847317","07/05/2012 22:48:47","PP",57,2,"8612",5,"270065",0,0,0,0,"3BE","030712","00BD","0002",0
"05224847318","07/05/2012 22:48:47","P+",57,2,"8612",5,"270065",0,0,0,0,"5011","457",,,0
"05224954319","07/05/2012 22:49:54","Z ",57,1,"8636",5,"270303",605,1,54,1,,,,,0
"05225129320","07/05/2012 22:51:29","Z ",57,1,"8636",5,"270303",473,1,29,1,,,,,0
"05225144321","07/05/2012 22:51:44","MK",57,1,"8636",5,"270303",473,1,44,0,,"11",,,0
"05225329322","07/05/2012 22:53:29","Z ",57,1,"8636",5,"270303",680,1,29,1,,,,,0
"05225526323","07/05/2012 22:55:26","Z ",57,1,"8636",5,"270303",269,1,26,1,,,,,0
"05225554324","07/05/2012 22:55:54","M ",57,1,"8636",5,"270303",269,1,54,0,,"11",,,0
"05225714325","07/05/2012 22:57:14","Z ",57,1,"8636",5,"270303",391,1,14,1,,,,,0
"05225738326","07/05/2012 22:57:38","MK",57,1,"8636",5,"270303",391,1,38,0,,"11",,,0
"05225855327","07/05/2012 22:58:55","Z ",57,1,"8636",5,"270303",627,1,-5,1,,,,,0
"05230009328","07/05/2012 23:00:09","Z ",57,1,"8636",5,"270303",354,1,-51,1,,,,,0
"05230202329","07/05/2012 23:02:02","Z ",57,1,"8636",5,"270303",476,1,-58,1,,,,,0
"05230340330","07/05/2012 23:03:40","Z ",57,1,"8636",5,"270303",190,1,-80,1,,,,,0
"05230417331","07/05/2012 23:04:17","M ",57,1,"8636",5,"270303",190,1,-43,0,,"11",,,1
"05230540332","07/05/2012 23:05:40","Z ",57,1,"8636",5,"270303",739,1,-80,1,,,,,0
"05230543333","07/05/2012 23:05:43","V+",59,1,"8737",8,"270433",0,0,0,0,,,,,0
"05230543334","07/05/2012 23:05:43","PP",59,1,"8737",8,"270433",0,0,0,0,"3BE","030712","00BD","0002",0
"05230543335","07/05/2012 23:05:43","P+",59,1,"8737",8,"270433",0,0,0,0,"9059","459",,,0
"05230631336","07/05/2012 23:06:31","V+",57,4,"8157",7,"270732",0,0,0,0,,,,,0
"05230631337","07/05/2012 23:06:31","PP",57,4,"8157",7,"270732",0,0,0,0,"3BE","030712","00BD","0002",0
"05230631338","07/05/2012 23:06:31","P+",57,4,"8157",7,"270732",0,0,0,0,"7323","457",,,0
"05230706339","07/05/2012 23:07:06","MK",57,1,"8636",5,"270303",739,1,6,0,,"11",,,0
"05230746340","07/05/2012 23:07:46","Z ",57,1,"8636",5,"270303",237,3,-14,1,,,,,0
"05231024341","07/05/2012 23:10:24","Z ",57,1,"8636",5,"270303",5997,4,24,1,,,,,0
"05231041342","07/05/2012 23:10:41","Z ",57,1,"8636",5,"270303",539,2,-19,1,,,,,0
"05231105343","07/05/2012 23:11:05","MK",57,1,"8636",5,"270303",539,2,5,0,,"11",,,0
"05231132344","07/05/2012 23:11:32","Z!",59,1,"8737",8,"270433",957,4,,0,,,,,0
"05231203345","07/05/2012 23:12:03","Z ",57,1,"8636",5,"270303",483,2,3,1,,,,,0
"05231359346","07/05/2012 23:13:59","Z ",57,1,"8636",5,"270303",809,4,-1,1,,,,,0
