"Rec_id","Datum","Kod","CN","UN","N2","N1","Z1","Z2","Z3","Z4","Z5","ZV","EI","SM","SI","NA","ZA","VO","Zapsano"
"25225800337","07/25/2012 22:58:00","P7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"25225800338","07/25/2012 22:58:00","PP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"25225900339","07/25/2012 22:59:00","P7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"25225900340","07/25/2012 22:59:00","PP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"25230000341","07/25/2012 23:00:00","P7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"25230000342","07/25/2012 23:00:00","PP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"25230100343","07/25/2012 23:01:00","P7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"25230100344","07/25/2012 23:01:00","PP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"25230200345","07/25/2012 23:02:00","P7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"25230200346","07/25/2012 23:02:00","PP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"25230300347","07/25/2012 23:03:00","P7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"25230300348","07/25/2012 23:03:00","PP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"25230400349","07/25/2012 23:04:00","P7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"25230400350","07/25/2012 23:04:00","PP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"25230600353","07/25/2012 23:06:00","P7",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"25230600354","07/25/2012 23:06:00","PP",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"25230700355","07/25/2012 23:07:00","P7",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"25230700356","07/25/2012 23:07:00","PP",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"25230800357","07/25/2012 23:08:00","P7",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"25230800358","07/25/2012 23:08:00","PP",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"25230900359","07/25/2012 23:09:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"25230900360","07/25/2012 23:09:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"25231000361","07/25/2012 23:10:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"25231000362","07/25/2012 23:10:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"25231100363","07/25/2012 23:11:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
