"Rec_id","Datum","Kod","LnNo","PorNo","EvCislo","Vozovna","FyzAdresa","A","B","C","D","E","F","G","H","Zapsano"
"10100402980","07/10/2012 10:04:02","P+",55,89,"7134",5,"270778",0,0,0,0,"síť","0",,,0
"10100831981","07/10/2012 10:08:31","ZX",55,89,"7134",5,"270778",1121,1,,0,,,,,0
"10101126982","07/10/2012 10:11:26","ZX",55,89,"7134",5,"270778",45,1,,0,,,,,0
"10101213983","07/10/2012 10:12:13","ZX",55,89,"7134",5,"270778",476,2,,0,,,,,0
"10101338984","07/10/2012 10:13:38","ZX",55,89,"7134",5,"270778",354,2,,0,,,,,0
"10101404985","07/10/2012 10:14:04","ZX",55,89,"7134",5,"270778",301,2,,0,,,,,0
"10101427986","07/10/2012 10:14:27","ZX",55,89,"7134",5,"270778",627,2,,0,,,,,0
"10101639987","07/10/2012 10:16:39","ZX",55,89,"7134",5,"270778",391,2,,0,,,,,0
"10101707988","07/10/2012 10:17:07","MX",55,89,"7134",5,"270778",391,2,,0,,"10",,,0
"10101756989","07/10/2012 10:17:56","ZX",55,89,"7134",5,"270778",67,2,,0,,,,,0
"10101923990","07/10/2012 10:19:23","ZX",55,89,"7134",5,"270778",269,2,,0,,,,,0
"10101925991","07/10/2012 10:19:25","MX",55,89,"7134",5,"270778",269,2,,0,,"10",,,0
"10102023992","07/10/2012 10:20:23","ZX",55,89,"7134",5,"270778",680,2,,0,,,,,0
"10102107993","07/10/2012 10:21:07","ZX",55,89,"7134",5,"270778",473,2,,0,,,,,0
"10102126994","07/10/2012 10:21:26","MX",55,89,"7134",5,"270778",473,2,,0,,"11",,,0
"10102222995","07/10/2012 10:22:22","ZX",55,89,"7134",5,"270778",605,2,,0,,,,,0
"10102419996","07/10/2012 10:24:19","ZX",55,89,"7134",5,"270778",713,2,,0,,,,,0
"10102557997","07/10/2012 10:25:57","MR",55,89,"7134",5,"270778",8260,1,,0,,"11",,,0
"10102645998","07/10/2012 10:26:45","MX",55,89,"7134",5,"270778",2650,2,,0,,"10",,,0
"10102957999","07/10/2012 10:29:57","MX",55,89,"7134",5,"270778",2650,3,,0,,"11",,,0
"10103450000","07/10/2012 10:34:50","MX",55,89,"7134",5,"270778",2650,3,,0,,"11",,,0
"10230134001","07/10/2012 23:01:34","V+",59,1,"8739",8,"270245",0,0,0,0,,,,,0
"10230134002","07/10/2012 23:01:34","PP",59,1,"8739",8,"270245",0,0,0,0,"3BE","090712","00BD","0002",0
"10230134003","07/10/2012 23:01:34","P+",59,1,"8739",8,"270245",0,0,0,0,"9059","459",,,0
"10230732004","07/10/2012 23:07:32","Z!",59,1,"8739",8,"270245",957,4,,0,,,,,0
"10231747005","07/10/2012 23:17:47","V+",59,5,"8679",3,"270598",0,0,0,0,,,,,0
"10231747006","07/10/2012 23:17:47","PP",59,5,"8679",3,"270598",0,0,0,0,"3BE","090712","00BD","0002",0
"10231747007","07/10/2012 23:17:47","P+",59,5,"8679",3,"270598",0,0,0,0,"9559","459",,,0
