"Rec_id","Datum","Kod","CN","UN","N2","N1","Z1","Z2","Z3","Z4","Z5","ZV","EI","SM","SI","NA","ZA","VO","Zapsano"
"28225800937","07/28/2012 22:58:00","P7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"28225800938","07/28/2012 22:58:00","PP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"28225900939","07/28/2012 22:59:00","P7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"28225900940","07/28/2012 22:59:00","PP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"28230000941","07/28/2012 23:00:00","P7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"28230000942","07/28/2012 23:00:00","PP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"28230100943","07/28/2012 23:01:00","P7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"28230100944","07/28/2012 23:01:00","PP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"28230200945","07/28/2012 23:02:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28230200946","07/28/2012 23:02:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28230300947","07/28/2012 23:03:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28230300948","07/28/2012 23:03:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28230400949","07/28/2012 23:04:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28230400950","07/28/2012 23:04:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28230500951","07/28/2012 23:05:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28230500952","07/28/2012 23:05:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28230600953","07/28/2012 23:06:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28230600954","07/28/2012 23:06:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28230700955","07/28/2012 23:07:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28230700956","07/28/2012 23:07:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28230800957","07/28/2012 23:08:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28230800958","07/28/2012 23:08:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28230900959","07/28/2012 23:09:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28230900960","07/28/2012 23:09:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28231000961","07/28/2012 23:10:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28231000962","07/28/2012 23:10:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28231100963","07/28/2012 23:11:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28231100964","07/28/2012 23:11:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28231200965","07/28/2012 23:12:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28231200966","07/28/2012 23:12:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28231300967","07/28/2012 23:13:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28231300968","07/28/2012 23:13:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28231400969","07/28/2012 23:14:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28231400970","07/28/2012 23:14:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28231500971","07/28/2012 23:15:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28231500972","07/28/2012 23:15:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28231600973","07/28/2012 23:16:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28231600974","07/28/2012 23:16:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28231700975","07/28/2012 23:17:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28231700976","07/28/2012 23:17:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28231800977","07/28/2012 23:18:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28231800978","07/28/2012 23:18:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28231900979","07/28/2012 23:19:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28231900980","07/28/2012 23:19:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28232000981","07/28/2012 23:20:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28232000982","07/28/2012 23:20:00","PP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28232100983","07/28/2012 23:21:00","P7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28232100984","07/28/2012 23:21:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28232100985","07/28/2012 23:21:00","PP",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
"28232200986","07/28/2012 23:22:00","P7",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28232200987","07/28/2012 23:22:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28232200988","07/28/2012 23:22:00","PP",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"28232300989","07/28/2012 23:23:00","P7",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"28232300990","07/28/2012 23:23:00","P8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"28232300991","07/28/2012 23:23:00","PP",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"28232400992","07/28/2012 23:24:00","P7",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
